RowID ^ Count ^ Phrase
61371 ^ 1 ^ in their own wickedness
61372 ^ 1 ^ yea  the lord
61373 ^ 1 ^ shall cut them off
61374 ^ 1 ^ let us sing
61375 ^ 1 ^ let us make a joyful noise
61376 ^ 1 ^ to the rock
61377 ^ 1 ^ let us come before
61378 ^ 1 ^ and make a joyful noise
61379 ^ 1 ^ unto him with psalms
61380 ^ 1 ^ are the deep places
61381 ^ 1 ^ is his and he
61382 ^ 1 ^ it and his hands
61383 ^ 1 ^ let us worship
61384 ^ 1 ^ and bow down
61385 ^ 1 ^ let us kneel
61386 ^ 1 ^ our maker
61387 ^ 1 ^ as in the provocation
61388 ^ 1 ^ me proved
61389 ^ 1 ^ my work
61390 ^ 1 ^ long was i grieved
61391 ^ 1 ^ with this generation
61392 ^ 1 ^ that do err
61393 ^ 1 ^ they should not enter
61394 ^ 1 ^ my rest
61395 ^ 1 ^ is to be feared
61396 ^ 1 ^ him strength
61397 ^ 1 ^ are in his sanctuary
61398 ^ 1 ^ o ye kindreds
61399 ^ 1 ^ into his courts
61400 ^ 1 ^ o worship
61401 ^ 1 ^ let the field
61402 ^ 1 ^ is therein then
61403 ^ 1 ^ with his truth
61404 ^ 1 ^ let the multitude
61405 ^ 1 ^ of isles
61406 ^ 1 ^ him righteousness
61407 ^ 1 ^ him and burneth up
61408 ^ 1 ^ his lightnings
61409 ^ 1 ^ enlightened
61410 ^ 1 ^ they that serve
61411 ^ 1 ^ graven images
61412 ^ 1 ^ that boast themselves
61413 ^ 1 ^ ye gods
61414 ^ 1 ^ art high
61415 ^ 1 ^ thou art exalted
61416 ^ 1 ^ he preserveth
61417 ^ 1 ^ and give thanks
61418 ^ 1 ^ and his holy
61419 ^ 1 ^ hath gotten him the victory
61420 ^ 1 ^ hath he openly showed
61421 ^ 1 ^ make a loud noise
61422 ^ 1 ^ and sing praise
61423 ^ 1 ^ of a psalm
61424 ^ 1 ^ and sound
61425 ^ 1 ^ of cornet
61426 ^ 1 ^ let the floods
61427 ^ 1 ^ let the hills
61428 ^ 1 ^ also loveth
61429 ^ 1 ^ dost establish
61430 ^ 1 ^ executest
61431 ^ 1 ^ among his priests
61432 ^ 1 ^ among them that call upon
61433 ^ 1 ^ them in the cloudy
61434 ^ 1 ^ and the ordinance
61435 ^ 1 ^ that he gave
61436 ^ 1 ^ that forgavest
61437 ^ 1 ^ them though thou tookest vengeance
61438 ^ 1 ^ their inventions
61439 ^ 1 ^ at his holy
61440 ^ 1 ^ before his presence
61441 ^ 1 ^ us and not
61442 ^ 1 ^ we are his people
61443 ^ 1 ^ into his gates
61444 ^ 1 ^ and into his courts
61445 ^ 1 ^ with praise
61446 ^ 1 ^ be thankful
61447 ^ 1 ^ unto him and bless
61448 ^ 1 ^ endureth to
61449 ^ 1 ^ all generations
61450 ^ 1 ^ i will behave myself wisely
61451 ^ 1 ^ o when
61452 ^ 1 ^ wilt thou come
61453 ^ 1 ^ me i will walk
61454 ^ 1 ^ of them that turn aside
61455 ^ 1 ^ whoso privily
61456 ^ 1 ^ slandereth
61457 ^ 1 ^ him will i cut off
61458 ^ 1 ^ him that hath a high
61459 ^ 1 ^ shall be upon the faithful
61460 ^ 1 ^ me he that walketh
61461 ^ 1 ^ he that worketh
61462 ^ 1 ^ he that telleth
61463 ^ 1 ^ i will early
61464 ^ 1 ^ that i may cut off
61465 ^ 1 ^ he is overwhelmed
61466 ^ 1 ^ and poureth out
61467 ^ 1 ^ his complaint
61468 ^ 1 ^ when i am in trouble
61469 ^ 1 ^ a hearth
61470 ^ 1 ^ that i forget
61471 ^ 1 ^ by reason of the voice
61472 ^ 1 ^ of my groaning
61473 ^ 1 ^ i am like
61474 ^ 1 ^ a pelican
61475 ^ 1 ^ like an owl
61476 ^ 1 ^ i watch
61477 ^ 1 ^ and am
61478 ^ 1 ^ as a sparrow
61479 ^ 1 ^ the house top
61480 ^ 1 ^ and they that are mad
61481 ^ 1 ^ against me are sworn
61482 ^ 1 ^ like bread
61483 ^ 1 ^ and mingled
61484 ^ 1 ^ my drink
61485 ^ 1 ^ of thine indignation
61486 ^ 1 ^ and thy wrath
61487 ^ 1 ^ and cast me down
61488 ^ 1 ^ are like a shadow
61489 ^ 1 ^ that declineth
61490 ^ 1 ^ am withered
61491 ^ 1 ^ and thy remembrance
61492 ^ 1 ^ shalt arise
61493 ^ 1 ^ and have mercy upon
61494 ^ 1 ^ to favor
61495 ^ 1 ^ take pleasure in
61496 ^ 1 ^ her stones
61497 ^ 1 ^ so the heathen
61498 ^ 1 ^ in his glory
61499 ^ 1 ^ he will regard
61500 ^ 1 ^ of the destitute
61501 ^ 1 ^ shall be written
61502 ^ 1 ^ for the generation
61503 ^ 1 ^ which shall be created
61504 ^ 1 ^ he hath looked down
61505 ^ 1 ^ from the height
61506 ^ 1 ^ those that are appointed
61507 ^ 1 ^ he weakened
61508 ^ 1 ^ he shortened
61509 ^ 1 ^ away in the midst
61510 ^ 1 ^ are throughout all generations
61511 ^ 1 ^ hast thou laid the foundation
61512 ^ 1 ^ of them shall wax old
61513 ^ 1 ^ as a vesture
61514 ^ 1 ^ shalt thou change
61515 ^ 1 ^ them and they shall be changed
61516 ^ 1 ^ art the same
61517 ^ 1 ^ that is within
61518 ^ 1 ^ me bless
61519 ^ 1 ^ who forgiveth
61520 ^ 1 ^ thine iniquities
61521 ^ 1 ^ who healeth
61522 ^ 1 ^ thy diseases
61523 ^ 1 ^ who redeemeth
61524 ^ 1 ^ from destruction
61525 ^ 1 ^ who crowneth
61526 ^ 1 ^ thee with lovingkindness
61527 ^ 1 ^ and tender mercies
61528 ^ 1 ^ who satisfieth
61529 ^ 1 ^ things so that thy youth
61530 ^ 1 ^ is renewed
61531 ^ 1 ^ like the eagles
61532 ^ 1 ^ executeth
61533 ^ 1 ^ that are oppressed
61534 ^ 1 ^ his acts
61535 ^ 1 ^ with us after our sins
61536 ^ 1 ^ us according to our iniquities
61537 ^ 1 ^ as the heaven
61538 ^ 1 ^ as far
61539 ^ 1 ^ as the east
61540 ^ 1 ^ is from the west
61541 ^ 1 ^ so far hath he removed
61542 ^ 1 ^ like as a father
61543 ^ 1 ^ our frame
61544 ^ 1 ^ are dust
61545 ^ 1 ^ as for man
61546 ^ 1 ^ are as grass
61547 ^ 1 ^ as a flower
61548 ^ 1 ^ he flourisheth
61549 ^ 1 ^ over it and it is gone
61550 ^ 1 ^ thereof shall know
61551 ^ 1 ^ but the mercy
61552 ^ 1 ^ him and his righteousness
61553 ^ 1 ^ unto childrens
61554 ^ 1 ^ to such as keep
61555 ^ 1 ^ and to those that remember
61556 ^ 1 ^ ye his angels
61557 ^ 1 ^ that excel
61558 ^ 1 ^ hearkening
61559 ^ 1 ^ ye his hosts
61560 ^ 1 ^ of his that do
61561 ^ 1 ^ thou art very
61562 ^ 1 ^ thou art clothed
61563 ^ 1 ^ who coverest
61564 ^ 1 ^ thyself with light
61565 ^ 1 ^ who stretchest out
61566 ^ 1 ^ like a curtain
61567 ^ 1 ^ who layeth the beams
61568 ^ 1 ^ of his chambers
61569 ^ 1 ^ his ministers
61570 ^ 1 ^ a flaming
61571 ^ 1 ^ who laid
61572 ^ 1 ^ thou coveredst
61573 ^ 1 ^ it with the deep
61574 ^ 1 ^ thy rebuke
61575 ^ 1 ^ they hasted away
61576 ^ 1 ^ they go up
61577 ^ 1 ^ by the mountains
61578 ^ 1 ^ by the valleys
61579 ^ 1 ^ a bound
61580 ^ 1 ^ that they turn not again
61581 ^ 1 ^ into the valleys
61582 ^ 1 ^ they give drink
61583 ^ 1 ^ their thirst
61584 ^ 1 ^ them shall the fowls
61585 ^ 1 ^ have their habitation
61586 ^ 1 ^ which sing
61587 ^ 1 ^ he watereth
61588 ^ 1 ^ from his chambers
61589 ^ 1 ^ is satisfied
61590 ^ 1 ^ of thy works
61591 ^ 1 ^ he causeth the grass
61592 ^ 1 ^ for the cattle
61593 ^ 1 ^ that he may bring forth
61594 ^ 1 ^ that maketh glad
61595 ^ 1 ^ to make his face
61596 ^ 1 ^ of sap  the cedars
61597 ^ 1 ^ he hath planted
61598 ^ 1 ^ make their nests
61599 ^ 1 ^ as for the stork
61600 ^ 1 ^ are her house
61601 ^ 1 ^ are a refuge
61602 ^ 1 ^ for the wild goats
61603 ^ 1 ^ for the conies
61604 ^ 1 ^ for seasons
61605 ^ 1 ^ his going down
61606 ^ 1 ^ wherein all
61607 ^ 1 ^ do creep
61608 ^ 1 ^ after their prey
61609 ^ 1 ^ and lay them down
61610 ^ 1 ^ their dens
61611 ^ 1 ^ unto his work
61612 ^ 1 ^ and to his labor
61613 ^ 1 ^ so is this
61614 ^ 1 ^ and wide
61615 ^ 1 ^ are things creeping
61616 ^ 1 ^ there is that leviathan
61617 ^ 1 ^ whom thou
61618 ^ 1 ^ these wait
61619 ^ 1 ^ thee that thou mayest give
61620 ^ 1 ^ them their meat
61621 ^ 1 ^ that thou givest
61622 ^ 1 ^ them they gather
61623 ^ 1 ^ they are filled
61624 ^ 1 ^ thou hidest
61625 ^ 1 ^ they are troubled
61626 ^ 1 ^ thou takest away
61627 ^ 1 ^ their breath
61628 ^ 1 ^ thou sendest forth
61629 ^ 1 ^ and thou renewest
61630 ^ 1 ^ in his works
61631 ^ 1 ^ and it trembleth
61632 ^ 1 ^ and they smoke
61633 ^ 1 ^ as long as i live
61634 ^ 1 ^ i will sing praise
61635 ^ 1 ^ to my god
61636 ^ 1 ^ while i have my being
61637 ^ 1 ^ him shall be sweet
61638 ^ 1 ^ will be glad
61639 ^ 1 ^ let the sinners
61640 ^ 1 ^ and let the wicked
61641 ^ 1 ^ be no
61642 ^ 1 ^ covenant he made
61643 ^ 1 ^ and his oath
61644 ^ 1 ^ and confirmed
61645 ^ 1 ^ the same unto jacob
61646 ^ 1 ^ but a few men
61647 ^ 1 ^ yea very few
61648 ^ 1 ^ from one nation
61649 ^ 1 ^ from one kingdom
61650 ^ 1 ^ and do my prophets
61651 ^ 1 ^ moreover he called for
61652 ^ 1 ^ them even joseph
61653 ^ 1 ^ who was sold
61654 ^ 1 ^ for a servant
61655 ^ 1 ^ whose feet
61656 ^ 1 ^ they hurt
61657 ^ 1 ^ that his word
61658 ^ 1 ^ him even the ruler
61659 ^ 1 ^ and let him go free
61660 ^ 1 ^ him lord
61661 ^ 1 ^ and ruler
61662 ^ 1 ^ at his pleasure
61663 ^ 1 ^ and teach his senators
61664 ^ 1 ^ also came into
61665 ^ 1 ^ and he increased
61666 ^ 1 ^ and made them stronger
61667 ^ 1 ^ than their enemies
61668 ^ 1 ^ to deal subtlely
61669 ^ 1 ^ with his servants
61670 ^ 1 ^ they showed
61671 ^ 1 ^ among them and wonders
61672 ^ 1 ^ and made it dark
61673 ^ 1 ^ and they rebelled
61674 ^ 1 ^ brought forth frogs in abundance
61675 ^ 1 ^ and lice
61676 ^ 1 ^ them hail
61677 ^ 1 ^ for rain
61678 ^ 1 ^ and flaming
61679 ^ 1 ^ also and their fig trees
61680 ^ 1 ^ and caterpillars
61681 ^ 1 ^ the herbs
61682 ^ 1 ^ of their ground
61683 ^ 1 ^ also all
61684 ^ 1 ^ he brought them forth
61685 ^ 1 ^ also with silver
61686 ^ 1 ^ one feeble
61687 ^ 1 ^ person among their tribes
61688 ^ 1 ^ when they departed
61689 ^ 1 ^ he spread
61690 ^ 1 ^ the people asked
61691 ^ 1 ^ and satisfied
61692 ^ 1 ^ in the dry places
61693 ^ 1 ^ them the lands
61694 ^ 1 ^ and they inherited
61695 ^ 1 ^ they might observe
61696 ^ 1 ^ his laws
61697 ^ 1 ^ can utter
61698 ^ 1 ^ the mighty acts
61699 ^ 1 ^ who can show forth
61700 ^ 1 ^ and he that doeth
61701 ^ 1 ^ with the favor
61702 ^ 1 ^ that thou bearest unto thy people
61703 ^ 1 ^ o visit
61704 ^ 1 ^ me with thy salvation
61705 ^ 1 ^ that i may see
61706 ^ 1 ^ of thy chosen
61707 ^ 1 ^ that i may rejoice
61708 ^ 1 ^ in the gladness
61709 ^ 1 ^ of thy nation
61710 ^ 1 ^ that i may glory
61711 ^ 1 ^ we have committed iniquity
61712 ^ 1 ^ of thy mercies
61713 ^ 1 ^ but provoked
61714 ^ 1 ^ even at the red
61715 ^ 1 ^ nevertheless he saved
61716 ^ 1 ^ them for his names sake
61717 ^ 1 ^ that he might make
61718 ^ 1 ^ his mighty power
61719 ^ 1 ^ to be known
61720 ^ 1 ^ also and it was dried up
61721 ^ 1 ^ so he led
61722 ^ 1 ^ them through the depths
61723 ^ 1 ^ as through the wilderness
61724 ^ 1 ^ them  and redeemed
61725 ^ 1 ^ then believed
61726 ^ 1 ^ they his words
61727 ^ 1 ^ they soon
61728 ^ 1 ^ forgot
61729 ^ 1 ^ they waited
61730 ^ 1 ^ for his counsel
61731 ^ 1 ^ but lusted exceedingly
61732 ^ 1 ^ them their request
61733 ^ 1 ^ but sent
61734 ^ 1 ^ into their soul
61735 ^ 1 ^ they envied
61736 ^ 1 ^ also in the camp
61737 ^ 1 ^ the saint
61738 ^ 1 ^ and swallowed up
61739 ^ 1 ^ of abiram
61740 ^ 1 ^ in their company
61741 ^ 1 ^ the molten image
61742 ^ 1 ^ thus they changed
61743 ^ 1 ^ into the similitude
61744 ^ 1 ^ they forgot
61745 ^ 1 ^ which had done
61746 ^ 1 ^ wondrous works
61747 ^ 1 ^ that he would destroy
61748 ^ 1 ^ them had not
61749 ^ 1 ^ him in the breach
61750 ^ 1 ^ lest he should destroy
61751 ^ 1 ^ yea they despised
61752 ^ 1 ^ but murmured
61753 ^ 1 ^ therefore he lifted up
61754 ^ 1 ^ against them to overthrow
61755 ^ 1 ^ also among the nations
61756 ^ 1 ^ and to scatter
61757 ^ 1 ^ them in the lands
61758 ^ 1 ^ they joined themselves
61759 ^ 1 ^ also unto baalpeor
61760 ^ 1 ^ and ate
61761 ^ 1 ^ thus they provoked him to anger
61762 ^ 1 ^ with their inventions
61763 ^ 1 ^ broke in
61764 ^ 1 ^ and executed judgment
61765 ^ 1 ^ and so the plague
61766 ^ 1 ^ and that was counted
61767 ^ 1 ^ unto him for righteousness
61768 ^ 1 ^ they angered
61769 ^ 1 ^ him also at
61770 ^ 1 ^ so that it went ill
61771 ^ 1 ^ they provoked
61772 ^ 1 ^ so that he spoke unadvisedly
61773 ^ 1 ^ concerning whom
61774 ^ 1 ^ but were mingled
61775 ^ 1 ^ yea they sacrificed
61776 ^ 1 ^ even the blood
61777 ^ 1 ^ and of their daughters
61778 ^ 1 ^ unto the idols
61779 ^ 1 ^ was polluted
61780 ^ 1 ^ thus were they defiled
61781 ^ 1 ^ with their own works
61782 ^ 1 ^ with their own inventions
61783 ^ 1 ^ therefore was the wrath
61784 ^ 1 ^ insomuch that he abhorred
61785 ^ 1 ^ his own inheritance
61786 ^ 1 ^ and they that hated
61787 ^ 1 ^ them ruled
61788 ^ 1 ^ also oppressed
61789 ^ 1 ^ them and they were brought into subjection
61790 ^ 1 ^ did he deliver
61791 ^ 1 ^ them but they
61792 ^ 1 ^ him with their counsel
61793 ^ 1 ^ and were brought low
61794 ^ 1 ^ nevertheless he regarded
61795 ^ 1 ^ and he remembered
61796 ^ 1 ^ for them his covenant
61797 ^ 1 ^ them also to be pitied
61798 ^ 1 ^ those that carried them captives
61799 ^ 1 ^ unto thy holy
61800 ^ 1 ^ and to triumph
61801 ^ 1 ^ let the redeemed
61802 ^ 1 ^ so  whom
61803 ^ 1 ^ them out of the lands
61804 ^ 1 ^ in a solitary
61805 ^ 1 ^ and he led them forth
61806 ^ 1 ^ by the right
61807 ^ 1 ^ that they might go
61808 ^ 1 ^ he satisfieth
61809 ^ 1 ^ the longing
61810 ^ 1 ^ with goodness
61811 ^ 1 ^ such as sit
61812 ^ 1 ^ and in the shadow of death
61813 ^ 1 ^ being bound
61814 ^ 1 ^ in affliction
61815 ^ 1 ^ they rebelled against
61816 ^ 1 ^ and contemned
61817 ^ 1 ^ therefore he brought down
61818 ^ 1 ^ with labor
61819 ^ 1 ^ they fell down
61820 ^ 1 ^ he brought them out
61821 ^ 1 ^ their bands
61822 ^ 1 ^ of their transgression
61823 ^ 1 ^ and because of their iniquities
61824 ^ 1 ^ and they draw near
61825 ^ 1 ^ and he saveth
61826 ^ 1 ^ them from their destructions
61827 ^ 1 ^ and let them sacrifice
61828 ^ 1 ^ in the deep
61829 ^ 1 ^ for he commandeth
61830 ^ 1 ^ and raiseth
61831 ^ 1 ^ the stormy
61832 ^ 1 ^ which lifteth up
61833 ^ 1 ^ they mount up
61834 ^ 1 ^ to the heaven
61835 ^ 1 ^ again to the depths
61836 ^ 1 ^ because of trouble
61837 ^ 1 ^ they reel to and fro
61838 ^ 1 ^ and stagger
61839 ^ 1 ^ like a drunken man
61840 ^ 1 ^ and are at their wits end
61841 ^ 1 ^ and he bringeth them out
61842 ^ 1 ^ of their distresses
61843 ^ 1 ^ the storm
61844 ^ 1 ^ so that the waves
61845 ^ 1 ^ thereof are still
61846 ^ 1 ^ then are they glad
61847 ^ 1 ^ so he bringeth
61848 ^ 1 ^ their desired
61849 ^ 1 ^ let them exalt
61850 ^ 1 ^ him also in the congregation
61851 ^ 1 ^ him in the assembly
61852 ^ 1 ^ into a wilderness
61853 ^ 1 ^ and the watersprings
61854 ^ 1 ^ into dry ground
61855 ^ 1 ^ a fruitful
61856 ^ 1 ^ into barrenness
61857 ^ 1 ^ into watersprings
61858 ^ 1 ^ he maketh the hungry to dwell
61859 ^ 1 ^ that they may prepare
61860 ^ 1 ^ for habitation
61861 ^ 1 ^ which may yield
61862 ^ 1 ^ of increase
61863 ^ 1 ^ he blesseth
61864 ^ 1 ^ them also so that they are multiplied
61865 ^ 1 ^ and suffereth not
61866 ^ 1 ^ to decrease
61867 ^ 1 ^ again they are minished
61868 ^ 1 ^ through oppression
61869 ^ 1 ^ yet setteth he the poor on high
61870 ^ 1 ^ from affliction
61871 ^ 1 ^ him families
61872 ^ 1 ^ it  and rejoice
61873 ^ 1 ^ and will observe
61874 ^ 1 ^ things  even they shall understand
61875 ^ 1 ^ the lovingkindness
61876 ^ 1 ^ with my glory
61877 ^ 1 ^ is mine manasseh
61878 ^ 1 ^ will i triumph
61879 ^ 1 ^ thou  o god
61880 ^ 1 ^ who hast cast us off
61881 ^ 1 ^ and wilt not
61882 ^ 1 ^ with our hosts
61883 ^ 1 ^ thy peace o god
61884 ^ 1 ^ of my praise
61885 ^ 1 ^ of the deceitful
61886 ^ 1 ^ are opened
61887 ^ 1 ^ me they have spoken
61888 ^ 1 ^ me with a lying
61889 ^ 1 ^ also with words
61890 ^ 1 ^ of hatred
61891 ^ 1 ^ and fought against
61892 ^ 1 ^ they are my adversaries
61893 ^ 1 ^ give myself unto prayer
61894 ^ 1 ^ and they have rewarded
61895 ^ 1 ^ thou a wicked man
61896 ^ 1 ^ him and let satan
61897 ^ 1 ^ when he shall be judged
61898 ^ 1 ^ let him be condemned
61899 ^ 1 ^ let his days
61900 ^ 1 ^ his office
61901 ^ 1 ^ be continually vagabonds
61902 ^ 1 ^ and beg
61903 ^ 1 ^ let them seek
61904 ^ 1 ^ their bread also out of their desolate places
61905 ^ 1 ^ let the extortioner
61906 ^ 1 ^ he hath and let the strangers
61907 ^ 1 ^ to extend
61908 ^ 1 ^ unto him neither
61909 ^ 1 ^ any to favor
61910 ^ 1 ^ his fatherless children
61911 ^ 1 ^ let his posterity
61912 ^ 1 ^ and in the generation
61913 ^ 1 ^ let their name
61914 ^ 1 ^ let the iniquity
61915 ^ 1 ^ that he may cut off
61916 ^ 1 ^ but persecuted
61917 ^ 1 ^ that he might even slay
61918 ^ 1 ^ as he loved
61919 ^ 1 ^ unto him as he delighted
61920 ^ 1 ^ so let it be far
61921 ^ 1 ^ as he clothed
61922 ^ 1 ^ himself with cursing
61923 ^ 1 ^ like as with his garment
61924 ^ 1 ^ into his bowels
61925 ^ 1 ^ and like oil
61926 ^ 1 ^ into his bones
61927 ^ 1 ^ unto him as the garment
61928 ^ 1 ^ him and for a girdle
61929 ^ 1 ^ wherewith he is girded
61930 ^ 1 ^ be the reward
61931 ^ 1 ^ of mine adversaries
61932 ^ 1 ^ and of them that speak
61933 ^ 1 ^ but do
61934 ^ 1 ^ is wounded
61935 ^ 1 ^ i am gone
61936 ^ 1 ^ like the shadow
61937 ^ 1 ^ when it declineth
61938 ^ 1 ^ i am tossed up and down
61939 ^ 1 ^ as the locust
61940 ^ 1 ^ through fasting
61941 ^ 1 ^ also a reproach
61942 ^ 1 ^ unto them when they looked upon
61943 ^ 1 ^ me they shaked
61944 ^ 1 ^ o save
61945 ^ 1 ^ me according to thy mercy
61946 ^ 1 ^ but bless
61947 ^ 1 ^ when they arise
61948 ^ 1 ^ but let thy servant
61949 ^ 1 ^ let mine adversaries
61950 ^ 1 ^ and let them cover
61951 ^ 1 ^ themselves with their own confusion
61952 ^ 1 ^ as with a mantle
61953 ^ 1 ^ yea i will praise
61954 ^ 1 ^ at the right hand
61955 ^ 1 ^ him from those that condemn
61956 ^ 1 ^ thou at my right hand
61957 ^ 1 ^ thou in the midst
61958 ^ 1 ^ shall be willing
61959 ^ 1 ^ in the beauties
61960 ^ 1 ^ thou hast the dew
61961 ^ 1 ^ shall strike through
61962 ^ 1 ^ he shall fill
61963 ^ 1 ^ the places with the dead bodies
61964 ^ 1 ^ he shall wound
61965 ^ 1 ^ he shall drink
61966 ^ 1 ^ shall he lift up
61967 ^ 1 ^ and in the congregation
61968 ^ 1 ^ them that have pleasure
61969 ^ 1 ^ his wonderful works
61970 ^ 1 ^ unto them that fear
61971 ^ 1 ^ him he will ever
61972 ^ 1 ^ be mindful
61973 ^ 1 ^ of his works
61974 ^ 1 ^ them the heritage
61975 ^ 1 ^ are verity
61976 ^ 1 ^ they stand fast
61977 ^ 1 ^ and are done
61978 ^ 1 ^ and reverend
61979 ^ 1 ^ they that do
61980 ^ 1 ^ his commandments  his praise
61981 ^ 1 ^ that delighteth
61982 ^ 1 ^ shall be in his house
61983 ^ 1 ^ unto the upright
61984 ^ 1 ^ he is gracious
61985 ^ 1 ^ showeth favor
61986 ^ 1 ^ his affairs
61987 ^ 1 ^ with discretion
61988 ^ 1 ^ trusting
61989 ^ 1 ^ he see
61990 ^ 1 ^ his desire upon his enemies
61991 ^ 1 ^ he hath dispersed
61992 ^ 1 ^ his horn
61993 ^ 1 ^ it  and be grieved
61994 ^ 1 ^ he shall gnash
61995 ^ 1 ^ with his teeth
61996 ^ 1 ^ and melt away
61997 ^ 1 ^ o ye servants
61998 ^ 1 ^ of the same the lords
61999 ^ 1 ^ is to be praised
62000 ^ 1 ^ is like unto the lord
62001 ^ 1 ^ who dwelleth
62002 ^ 1 ^ who humbleth
62003 ^ 1 ^ himself to behold
62004 ^ 1 ^ the things that are in heaven
62005 ^ 1 ^ and lifteth
62006 ^ 1 ^ out of the dunghill
62007 ^ 1 ^ he maketh the barren
62008 ^ 1 ^ woman to keep
62009 ^ 1 ^ and to be a joyful
62010 ^ 1 ^ from a people
62011 ^ 1 ^ of strange language
62012 ^ 1 ^ it  and fled
62013 ^ 1 ^ was driven
62014 ^ 1 ^ skipped
62015 ^ 1 ^ ailed thee o thou sea
62016 ^ 1 ^ thou fleddest
62017 ^ 1 ^ thou jordan
62018 ^ 1 ^ that thou wast driven
62019 ^ 1 ^ that ye skipped
62020 ^ 1 ^ and ye little hills
62021 ^ 1 ^ thou earth
62022 ^ 1 ^ which turned
62023 ^ 1 ^ the flint
62024 ^ 1 ^ into a fountain
62025 ^ 1 ^ unto us o lord
62026 ^ 1 ^ unto us but
62027 ^ 1 ^ thy truths
62028 ^ 1 ^ but our god
62029 ^ 1 ^ he hath pleased
62030 ^ 1 ^ noses
62031 ^ 1 ^ have they but they smell
62032 ^ 1 ^ they have hands
62033 ^ 1 ^ but they handle
62034 ^ 1 ^ have they but they walk
62035 ^ 1 ^ they through their throat
62036 ^ 1 ^ thou in the lord
62037 ^ 1 ^ hath been mindful
62038 ^ 1 ^ of us he will bless
62039 ^ 1 ^ us  he will bless
62040 ^ 1 ^ shall increase you more and more
62041 ^ 1 ^ you and your children
62042 ^ 1 ^ even the heavens
62043 ^ 1 ^ into silence
62044 ^ 1 ^ and my supplications
62045 ^ 1 ^ he hath inclined
62046 ^ 1 ^ unto me therefore will i call upon
62047 ^ 1 ^ him as long as i live
62048 ^ 1 ^ me and the pains
62049 ^ 1 ^ got hold upon
62050 ^ 1 ^ me i found
62051 ^ 1 ^ i upon the name
62052 ^ 1 ^ yea our god
62053 ^ 1 ^ i was brought low
62054 ^ 1 ^ and he helped
62055 ^ 1 ^ unto thy rest
62056 ^ 1 ^ hath dealt bountifully
62057 ^ 1 ^ i was greatly
62058 ^ 1 ^ are liars
62059 ^ 1 ^ shall i render
62060 ^ 1 ^ is the death
62061 ^ 1 ^ thou hast loosed
62062 ^ 1 ^ my bonds
62063 ^ 1 ^ to thee the sacrifice
62064 ^ 1 ^ and will call
62065 ^ 1 ^ of thee o jerusalem
62066 ^ 1 ^ o praise
62067 ^ 1 ^ his merciful kindness
62068 ^ 1 ^ us and the truth
62069 ^ 1 ^ let them now
62070 ^ 1 ^ that fear
62071 ^ 1 ^ me and set me in a large place
62072 ^ 1 ^ is on my side i will not
62073 ^ 1 ^ can man
62074 ^ 1 ^ taketh my part with them that help
62075 ^ 1 ^ me therefore shall i
62076 ^ 1 ^ my desire upon them that hate
62077 ^ 1 ^ like bees
62078 ^ 1 ^ for in the name
62079 ^ 1 ^ thou hast thrust sore
62080 ^ 1 ^ at me that i might fall
62081 ^ 1 ^ and salvation
62082 ^ 1 ^ is in the tabernacles
62083 ^ 1 ^ hath chastened me sore
62084 ^ 1 ^ but he hath not
62085 ^ 1 ^ given me over
62086 ^ 1 ^ to me the gates
62087 ^ 1 ^ into them and i will praise
62088 ^ 1 ^ into which the righteous
62089 ^ 1 ^ me and art become
62090 ^ 1 ^ which the builders
62091 ^ 1 ^ stone of the corner
62092 ^ 1 ^ is marvelous
62093 ^ 1 ^ in our eyes
62094 ^ 1 ^ thee send now
62095 ^ 1 ^ be he that cometh
62096 ^ 1 ^ we have blessed
62097 ^ 1 ^ which hath showed us light
62098 ^ 1 ^ and i will praise
62099 ^ 1 ^ thee thou art my god
62100 ^ 1 ^ are the undefiled
62101 ^ 1 ^ and that seek
62102 ^ 1 ^ him with the whole
62103 ^ 1 ^ they walk
62104 ^ 1 ^ hast commanded
62105 ^ 1 ^ us to keep
62106 ^ 1 ^ were directed
62107 ^ 1 ^ when i have respect
62108 ^ 1 ^ thee with uprightness
62109 ^ 1 ^ when i shall have learned
62110 ^ 1 ^ o forsake
62111 ^ 1 ^ shall a young man
62112 ^ 1 ^ by taking heed
62113 ^ 1 ^ thereto according to thy word
62114 ^ 1 ^ have i sought
62115 ^ 1 ^ thee o let me not
62116 ^ 1 ^ wander
62117 ^ 1 ^ have i hid
62118 ^ 1 ^ i might not
62119 ^ 1 ^ with my lips
62120 ^ 1 ^ i have rejoiced
62121 ^ 1 ^ much as in all
62122 ^ 1 ^ and have respect
62123 ^ 1 ^ unto thy ways
62124 ^ 1 ^ i will delight myself
62125 ^ 1 ^ deal bountifully
62126 ^ 1 ^ thou mine eyes
62127 ^ 1 ^ that i may behold
62128 ^ 1 ^ out of thy law
62129 ^ 1 ^ for the longing
62130 ^ 1 ^ that it hath unto
62131 ^ 1 ^ that are cursed
62132 ^ 1 ^ which do err
62133 ^ 1 ^ me reproach
62134 ^ 1 ^ and contempt
62135 ^ 1 ^ against me but thy servant
62136 ^ 1 ^ did meditate
62137 ^ 1 ^ are my delight
62138 ^ 1 ^ and my counselors
62139 ^ 1 ^ unto the dust
62140 ^ 1 ^ thou me according to thy word
62141 ^ 1 ^ me teach
62142 ^ 1 ^ make me to understand
